sample	SequinoG_2024_b__SRR27278107	SequinoG_2024_b__SRR27278118	SequinoG_2024_b__SRR27278121	SequinoG_2024_b__SRR27278122	SequinoG_2024_b__SRR27278123	SequinoG_2024_b__SRR27278124	SequinoG_2024_b__SRR27278125	SequinoG_2024_b__SRR27278126	SequinoG_2024_b__SRR27278127	SequinoG_2024_b__SRR27278128	SequinoG_2024_b__SRR27278129	SequinoG_2024_b__SRR27278130	SequinoG_2024_b__SRR27278131	SequinoG_2024_b__SRR27278132	SequinoG_2024_b__SRR27278133	SequinoG_2024_b__SRR27278134	SequinoG_2024_b__SRR27278135	SequinoG_2024_b__SRR27278136	SequinoG_2024_b__SRR27278137	SequinoG_2024_b__SRR27278139	SequinoG_2024_b__SRR27278140	SequinoG_2024_b__SRR27278141	SequinoG_2024_b__SRR27278142	SequinoG_2024_b__SRR27278143	SequinoG_2024_b__SRR27278144	SequinoG_2024_b__SRR27278145	SequinoG_2024_b__SRR27278146	SequinoG_2024_b__SRR27278147	SequinoG_2024_b__SRR27278148	SequinoG_2024_b__SRR27278149	SequinoG_2024_b__SRR27278150	SequinoG_2024_b__SRR27278151	SequinoG_2024_b__SRR27278152	SequinoG_2024_b__SRR27278153	SequinoG_2024_b__SRR27278154	SequinoG_2024_b__SRR27278155	SequinoG_2024_b__SRR27278156	SequinoG_2024_b__SRR27278157	SequinoG_2024_b__SRR27278158	SequinoG_2024_b__SRR27278159	SequinoG_2024_b__SRR27278160	SequinoG_2024_b__SRR27278161	SequinoG_2024_b__SRR27278162	SequinoG_2024_b__SRR27278163	SequinoG_2024_b__SRR27278164	SequinoG_2024_b__SRR27278165	SequinoG_2024_b__SRR27278166	SequinoG_2024_b__SRR27278167	SequinoG_2024_b__SRR27278168	SequinoG_2024_b__SRR27278177	SequinoG_2024_b__SRR27278188	SequinoG_2024_b__SRR27278197	SequinoG_2024_b__SRR27278204	SequinoG_2024_b__SRR27278215	SequinoG_2024_b__SRR27278228	SequinoG_2024_b__SRR27278229	SequinoG_2024_b__SRR27278230
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_terrigena|t__SGB10122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_tritici|t__SGB12144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23505	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04326	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_nimipressuralis|t__SGB10144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15148	0.0	0.0	0.0	0.0	0.00162	0.55751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_edaphica|t__SGB12157	0.0	0.0	0.0	0.0	0.03608	0.0	0.01162	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248	0.0	0.28213	0.0	0.0	0.00646	0.02116	0.01327	0.02598	0.0	0.86312	0.0	0.11028	1.46253	0.71475	1.48371	0.0	0.28833	0.01914	1.49651	0.90817	1.17619	1.70644	0.0	3.24119	0.19971	2.17084	0.02714	0.23101	0.46177	0.0182	0.00416	0.0	1.30287	0.03922	1.23091	0.23696	0.01627	0.0	9.58995	17.07894	1.81487	5.16326	0.0	42.64611	8.74227	2.6463	27.63745	3.14422	23.88828	0.94515	0.0	0.23084	6.8354	0.0	0.11449	0.0	0.08742
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Curvibacter|s__Curvibacter_delicatus|t__SGB32537	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134162|s__GGB134162_SGB178587|t__SGB178587	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.23369	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10434	0.0	0.00539	0.0	0.0	0.00065	0.0	0.01436	1.51051	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.00928	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_WS_5010|t__SGB89069	0.0	0.0	0.02316	0.0	0.0	0.0	0.00593	0.02723	0.0	0.0	0.0	0.00578	0.0	0.0	0.7619	0.0	0.0	0.00341	0.0	0.00487	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04461	0.0	0.10283	9.43038	0.0	0.0	0.0	0.0	0.0	1.21629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_shahriarae|t__SGB12163	0.0	0.0	0.0	0.0	0.0	0.08312	0.02563	0.77279	0.12996	0.0	0.0	0.0	0.0	0.0	0.87725	0.0	0.1169	0.0	0.0	0.0	0.0	0.0	0.11625	0.0	0.0	0.02543	0.01725	0.0	0.0	0.0	0.00037	0.0	0.04458	0.00075	0.0	0.0	9.68905	0.0	0.0	0.0	0.0	0.01369	3.27154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00906	0.0	0.0	0.02602	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_gessardii|t__SGB12162	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.03645	0.0	0.02761	0.0	0.0	0.00369	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB7117	0.0	0.0	0.0	0.0	0.0	0.0	0.01931	0.0	0.0	0.14862	0.0	0.0	0.01123	0.03968	0.00978	0.0	0.04021	0.0	0.0	0.01653	0.0	0.0	0.0	0.0028	0.01987	0.03326	0.02114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01118	0.0	0.0	0.0	0.00162	0.19105	0.0	0.02482	0.0	0.1844	0.0	0.0	0.15871	0.0	0.09588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129	0.0	0.25922	0.0	0.0	0.00021	0.00733	0.05349	0.00215	0.04333	0.212	0.01847	0.28695	1.60643	0.64272	0.52347	0.03087	0.02736	0.04647	0.19216	1.35019	0.2634	1.21368	0.0	2.2221	0.15511	0.57749	0.04592	0.16687	0.3758	0.07928	0.00113	0.0	0.32846	0.04216	0.70306	0.0016	0.0	0.0093	2.0527	2.6101	0.45649	0.66002	0.0	3.20883	2.73564	0.71546	5.8672	0.72741	1.89305	0.20031	0.0	0.12261	0.42865	0.01268	0.01261	0.06728	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB12213	1.04378	0.00076	0.00851	0.0	0.04331	0.03765	0.18672	0.07185	1.09304	0.0	0.33817	0.0	0.0	0.00167	0.03467	0.28598	0.1798	0.0	0.0	0.00065	0.0	0.0	0.07636	0.0	0.00139	9e-05	0.01197	0.01778	0.0	0.0	0.0	0.056	0.0	0.03765	0.0	0.07548	0.28032	0.08574	0.00081	0.0	0.02797	0.0	0.0	0.0	0.0	0.00211	0.0	0.0019	0.0	0.0	0.0	0.08407	0.02135	0.03272	0.01544	0.30761	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_sp_257|t__SGB34811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_carnipullorum|t__SGB2594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix|s__Brochothrix_thermosphacta|t__SGB7517	8.20527	26.80779	27.68001	34.47322	41.85436	31.21987	29.38278	17.47515	19.2397	25.38789	20.93465	41.89237	51.28155	58.06191	35.86483	39.17008	35.0478	8.96773	1.99961	43.51636	39.05601	35.64473	1.66436	29.0233	58.21996	26.81587	39.01467	70.63061	8.59769	81.76354	44.19612	28.27874	10.08802	63.31263	37.59522	29.74118	3.36651	23.70998	1.63409	3.09244	14.38172	11.92617	7.30371	0.11565	0.83955	1.4767	0.91809	3.16623	0.63658	5.7482	14.38768	35.55731	1.23949	22.59312	31.86304	33.17233	43.02204
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_harbinensis|t__SGB31329	1.2854	0.19841	0.85637	0.22304	1.78199	0.2005	3.82148	0.36157	0.72617	2.86939	2.926	38.02719	16.51174	2.40141	0.15865	3.72195	0.96964	55.65684	0.05438	1.51214	0.04196	8.20415	57.20871	6.28538	8.10232	0.13828	2.59972	0.53102	52.11766	1.06398	24.50434	2.45466	0.20906	6.21049	0.36271	2.35828	0.08789	0.88906	0.14187	0.01224	1.48867	0.01326	0.14721	0.0	0.03907	0.07265	0.00123	0.11491	0.0	0.02553	0.12061	1.30779	0.20291	0.89396	3.54022	3.04212	1.15309
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_deceptionensis|t__SGB12109	0.09094	0.08563	0.70721	0.88833	0.53412	2.33936	0.17618	1.04934	0.25853	0.03731	0.18077	0.02328	0.00119	0.03782	0.40314	0.27319	0.10882	0.09238	0.0	0.00849	0.01667	0.04035	0.18959	0.09381	0.09219	1.2436	0.25657	0.01949	0.09154	0.0213	0.34751	0.08845	0.0	0.19583	0.0965	0.13518	0.41143	0.22357	0.01113	0.01115	0.08287	0.51271	0.21708	0.00094	0.0	0.00355	0.00082	0.00555	0.0	0.02871	0.0	0.09444	0.09986	0.29211	0.40495	0.53882	0.91416
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_kulmbachensis|t__SGB89060	0.0	0.01063	0.12637	0.42115	0.40054	1.73795	0.05683	0.14275	0.0	0.0	0.0	0.0	0.0	0.0	0.07393	0.0	0.0	0.00373	0.0	0.0	0.0	0.03812	0.08302	0.10028	0.00965	0.48712	0.12796	0.0	0.18874	0.0	0.02008	0.0	0.0	0.01681	0.01453	0.0	0.0907	0.0	0.00326	0.00418	0.00211	0.07573	0.02721	0.0	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.01114	0.0	0.41694	0.0	0.46353
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_weihenstephanensis|t__SGB12100	0.41334	0.37086	0.60973	0.89697	3.21653	2.24231	0.82552	0.86131	0.1725	0.2076	0.2678	0.09496	0.07483	0.04363	1.54294	0.2623	0.68055	0.08752	0.0	0.01421	0.22791	0.28978	1.23284	0.28598	0.11269	1.31327	0.72833	0.01216	0.30556	0.00292	0.22835	0.02419	0.01851	0.20593	0.81181	0.29229	1.82459	0.17251	0.44578	0.23936	0.15793	2.97618	1.05709	0.62274	0.02373	0.01876	0.14361	0.02856	0.08446	0.2357	0.0	0.08953	1.84769	0.15905	0.96456	0.11181	0.67671
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB12117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_NKUCC02_KPG|t__SGB99153	0.0	0.01529	0.01878	0.04861	0.01132	0.30394	0.10728	0.08318	0.02693	0.0	0.00944	0.0	0.0	0.0	0.0081	0.0	0.04787	0.0	0.0	0.0	0.0	0.0	0.01906	0.00076	0.0082	0.06361	0.05126	0.0	0.0	0.0	0.02911	0.0	0.0	0.01788	0.00677	0.00641	0.04289	0.00988	0.0	0.00223	0.00766	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03902	0.0354	0.03225	0.01658	0.09989
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_haemolytica|t__SGB33220	0.0	0.0	0.0	0.0	0.13175	0.1263	0.05194	0.63058	0.0	0.0	0.0	0.0	0.0	0.0	0.78935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.38706	0.01463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49391	0.0	0.0	0.0	0.0	0.02053	3.05086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03532	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_maritimus|t__SGB36487	0.0	0.01754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18554	0.0	0.0	0.0	0.0	0.0	0.0	0.27517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.11186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04219	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB92575	0.26276	0.87004	0.62746	0.34765	0.1005	0.14594	0.19317	0.23272	0.16597	2.80152	0.23484	0.21775	0.0806	0.08322	0.01091	0.29048	1.10769	0.42101	0.04961	0.01567	0.05501	0.0	0.47342	0.00095	0.6715	0.0181	1.64723	0.03432	0.01959	0.16783	0.31017	0.21423	0.27476	0.44734	0.56205	0.34185	0.01836	0.07867	0.00196	0.00242	0.12142	0.0	0.11796	0.0	0.0	0.00249	0.0	0.01233	0.0	0.02836	0.0	0.17581	0.0	0.12044	0.94707	0.195	1.32341
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrophila|t__SGB12110	0.19318	0.21843	0.29602	0.25327	0.46041	0.75835	0.34169	0.33876	0.44392	0.0	0.52751	0.00753	0.0	0.07703	0.13207	0.87634	0.0	0.02244	0.0	0.0073	0.0327	0.00357	0.10091	0.01555	0.13974	0.27079	0.18835	0.04404	0.05276	0.04837	0.2602	0.31057	0.0	0.26943	0.12427	0.19108	0.06904	1.33599	0.01969	0.10539	0.12781	0.60737	0.09396	0.00766	0.0	0.00132	0.0	0.0	0.00092	0.04282	0.0	0.05122	0.15247	2.80189	0.19707	1.89462	0.3672
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_saxonica|t__SGB89059	0.0	0.01722	0.21949	0.35019	4.13883	1.19083	0.60531	0.16461	0.00596	0.0	0.0	0.00448	0.0	0.01069	0.0562	0.02766	0.0	0.00465	0.0	0.10029	0.06289	0.23214	0.00596	0.14626	0.01148	0.55129	0.09376	0.0	0.0038	0.0	0.05242	0.0	0.0	0.05826	0.09306	0.0	0.01687	0.00103	0.09133	0.0	0.0	0.31033	0.0132	0.00533	0.00845	0.0	0.0	0.01744	0.00068	0.00991	0.0	0.0	0.39182	0.03008	0.50066	0.0042	0.37217
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_taetrolens|t__SGB12103	0.0	0.00326	0.05546	0.38697	0.08035	0.15836	0.03277	0.096	0.02934	0.0	0.00087	0.0	0.00212	0.0	0.00381	0.01253	0.0	0.00915	0.0	0.0	0.0	0.0324	0.05028	0.04858	0.00523	0.04913	0.15595	0.0	0.04642	0.0	0.06357	0.0	0.0	0.01547	0.0	0.00342	0.01238	0.0	0.0	0.0	0.00829	0.00487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.04358	0.0	0.05242
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_SGB98507|t__SGB98507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.02084	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_bestiarum|t__SGB9952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03317	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB99154	0.0	0.07435	0.13402	0.59656	0.30874	1.05048	0.65347	0.83076	0.05019	0.0	0.03818	0.00965	0.00111	0.00661	0.38172	0.11333	0.17364	0.00138	0.0	0.00275	0.04141	0.00863	0.03119	0.00303	0.03392	0.39733	0.25329	0.00626	0.0	0.0	0.20816	0.0	0.17551	0.03808	0.1338	0.04863	1.14788	0.16998	0.0058	0.01008	0.04481	0.80878	0.41506	0.06063	0.0	0.0	0.00256	0.0	0.0	0.00885	0.0	0.0	0.73213	0.06861	0.29311	0.08327	0.10707
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB206559	0.18303	0.02563	0.45704	0.44392	0.48493	2.19935	0.4159	0.98484	0.32231	0.11531	0.1233	0.0306	0.00322	0.02421	1.01889	0.27657	0.54298	0.00902	0.0	0.01241	0.08965	0.02227	0.06757	0.02688	0.11043	1.27671	0.22094	0.01722	0.00336	0.0	0.17495	0.03902	0.0359	0.16251	0.01788	0.42613	1.95442	0.39464	0.02632	0.03193	0.20117	2.52904	1.07443	0.01747	0.00607	0.02018	0.00657	0.01201	0.00286	0.03166	0.0	0.1639	1.04608	0.24806	0.585	0.11555	1.06127
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sanguinis|t__SGB10442	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sivasensis|t__SGB12132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_brenneri|t__SGB12164	0.48488	0.0	0.00155	0.0	0.00733	0.0	0.12353	0.00187	0.76296	0.0	0.09546	0.0	0.0	0.01758	0.0	0.87549	0.0	0.0	0.0	0.0	0.0	0.0	0.12907	0.0	0.00507	0.0	0.00072	0.00255	0.0	0.00412	0.00214	0.0	0.0	0.01336	0.0	0.00864	0.00611	0.05799	0.0	0.0	0.08628	0.0	0.01274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06777	0.0	0.02062	0.0	0.56254	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_kielensis|t__SGB89079	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.06017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2213	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06471	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_urativorans|t__SGB92578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.01061	0.0	0.0	0.0	0.1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_cryohalolentis|t__SGB10467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
