MAG_id	dataset_id	sample_id	SGB_id	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content	BUSCO_taxonomy
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.4	MortensenS_xxxx	WK032-2-L-48h-03B8_S36	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2462500	117	38740	99.47643979	0.523560209	0.400894213	
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.6	MortensenS_xxxx	WK032-2-L-48h-03B8_S36	SGB7124	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	927735	364	2619	54.1986484	2.375798804	0.403226137	
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.8	MortensenS_xxxx	WK032-2-L-48h-03B8_S36	SGB1196	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pasteurianus	2559925	323	10882	97.74648264	2.404643449	0.53337422	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.1	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	1948747	509	4460	79.29594452	2.23880597	0.534467019	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.11	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1807278	321	7497	91.88712522	0	0.396242305	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.12	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2514850	83	82160	99.47643979	0	0.36518679	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.3	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB69403	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	1971014	76	40722	73.91304348	0.543478261	0.46537569	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.6	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB17230	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_aquikefiri	2328607	163	22191	94.63383838	4.21969697	0.521464549	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.7	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2366862	78	47778	99.47643979	0.523560209	0.403417267	
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.8	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB1189	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2125329	426	5894	90.42856952	1.956882255	0.56624692	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.10	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1964929	312	8775	96.91358025	0.176366843	0.395132852	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.12	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB30486	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_papayae	2957612	135	31529	92.039801	0.945273632	0.593375331	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.14	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	2534080	120	34161	98.70646766	0	0.530407091	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.2	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2902745	133	38310	98.36956522	0	0.463963249	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.3	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB99386	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99386	1645494	634	2656	54.3035373	2.653399668	0.612774644	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.6	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB1189	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2270430	74	51609	92.95759108	3.582089552	0.566455253	
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.8	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2403598	252	15244	96.85863874	0	0.366315832	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.1	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB19526	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1871235	259	9513	96.00987248	0	0.467755253	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.2	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2419655	55	103152	98.42931937	0	0.36563353	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.3	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2956136	214	20619	98.91304348	0.362318841	0.464358879	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.4	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB98380	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98380	2431326	39	110125	98.72474747	3.333333333	0.560412302	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.5	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2379727	80	51486	99.47643979	0.523560209	0.403084471	
MortensenS_xxxx__WK033-2-G-48h-04A9_S109__bin.7	MortensenS_xxxx	WK033-2-G-48h-04A9_S109	SGB7216	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	3113818	212	22688	98.59375	0.4375	0.399997045	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.1	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1973737	260	10707	97.00176367	0.176366843	0.394236922	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.2	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2424844	80	62287	99.47643979	0	0.366146853	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.3	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2755562	96	48079	98.36956522	0	0.465079356	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.5	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB98380	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98380	2349961	78	47774	98.85057471	3.29153605	0.56145868	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.7	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2331063	95	39728	97.90575916	0.523560209	0.403373053	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.8	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB17230	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_aquikefiri	2293828	144	27117	93.53535354	4.484848485	0.521533001	
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.9	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB1189	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2218918	250	12096	96.02740817	0.746268657	0.568379273	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.10	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2889835	127	40048	98.36956522	0	0.463481479	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.11	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	2046595	256	11713	98.7654321	0.176366843	0.392691764	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.13	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB19526	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1984072	167	18896	99.54751131	0	0.464999758	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.14	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB30486	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_papayae	2147616	120	26673	84.82587065	1.990049751	0.600438812	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.2	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	1927789	91	28786	97.38219895	0.523560209	0.407630192	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.3	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB98380	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98380	2122076	212	16564	86.7816092	4.963427377	0.564731423	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.4	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2853780	350	12115	98.56020942	1.570680628	0.369444036	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.6	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	2640607	163	25818	96.71641791	0	0.527875598	
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.8	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB1189	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2346223	79	54156	95.88047665	0.597014925	0.564416085	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.1	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1792125	66	37344	98.7654321	0	0.394596917	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.4	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2183545	194	17545	96.43979058	1.570680628	0.405790126	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.5	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB69410	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_SGB69410	2927738	433	9228	97.38219895	4.869109948	0.363872724	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.6	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	1882551	513	4243	87.43455497	0.714969318	0.376932683	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB98330	Other	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98330	1958608	593	3664	74.70294387	0.692114094	0.515525822	
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.8	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2654324	97	40820	90.48913043	0	0.464430115	
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.1	MortensenS_xxxx	WK034-1-L-48h-03C5_S42	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1956925	79	37418	99.82363316	0	0.391343562	
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.5	MortensenS_xxxx	WK034-1-L-48h-03C5_S42	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2769358	133	38699	97.82608696	1.086956522	0.464020542	
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.6	MortensenS_xxxx	WK034-1-L-48h-03C5_S42	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2452798	122	29980	99.47643979	1.047120419	0.401912836	
MortensenS_xxxx__WK034-1-L-48h-03C5_S42__bin.9	MortensenS_xxxx	WK034-1-L-48h-03C5_S42	SGB89218	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lovaniensis	1945725	637	3303	75.3897971	2.466832504	0.582948258	
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.4	MortensenS_xxxx	WK034-2-G-48h-04B1_S110	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1739372	145	16695	97.17813051	0	0.39535476	
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.5	MortensenS_xxxx	WK034-2-G-48h-04B1_S110	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2455594	93	41670	99.47643979	1.570680628	0.401357065	
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.6	MortensenS_xxxx	WK034-2-G-48h-04B1_S110	SGB19526	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	2044108	100	33185	100	0	0.462569982	
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.7	MortensenS_xxxx	WK034-2-G-48h-04B1_S110	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2697555	97	47184	97.2826087	0.27173913	0.465959359	
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin.9	MortensenS_xxxx	WK034-2-G-48h-04B1_S110	SGB7216	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	2427035	588	4816	77.59412202	0.792410714	0.406197686	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.1	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2676140	91	48412	96.73913043	0	0.466458407	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.10	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB19526	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1608411	375	5077	82.9206088	1.447963801	0.470336251	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.11	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB7063	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	1664913	470	4031	79.05883819	1.282722513	0.377494199	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.4	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB69410	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_SGB69410	2273608	448	6623	95.81151832	2.094240838	0.364869846	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.5	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2382770	133	27926	99.47643979	1.047120419	0.402939016	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.8	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB98330	Other	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98330	906248	331	2852	54.28551454	1.006711409	0.535794838	
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.9	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1175448	17	141671	68.42105263	0	0.392610307	
MortensenS_xxxx__WK034-2-L-48h-03C7_S44__bin.1	MortensenS_xxxx	WK034-2-L-48h-03C7_S44	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2418518	116	32335	99.47643979	0.523560209	0.403039382	
MortensenS_xxxx__WK034-2-L-48h-03C7_S44__bin.2	MortensenS_xxxx	WK034-2-L-48h-03C7_S44	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2737824	111	46001	98.64130435	0.543478261	0.465506183	
MortensenS_xxxx__WK034-2-L-48h-03C7_S44__bin.3	MortensenS_xxxx	WK034-2-L-48h-03C7_S44	SGB19526	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1943723	131	21100	99.54751131	0	0.465090962	
MortensenS_xxxx__WK034-2-L-48h-03C7_S44__bin.5	MortensenS_xxxx	WK034-2-L-48h-03C7_S44	SGB69408	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1912430	40	83475	98.23633157	0	0.391508186	
MortensenS_xxxx__WK034-2-L-48h-03C7_S44__bin.6	MortensenS_xxxx	WK034-2-L-48h-03C7_S44	SGB89218	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lovaniensis	2437455	472	6641	88.43848937	1.343283582	0.584926491	
MortensenS_xxxx__WK035-1-L-08h-03C8_S45__bin.1	MortensenS_xxxx	WK035-1-L-08h-03C8_S45	SGB1165	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_oxydans	2259569	548	4629	64.57566153	0	0.6128775	
MortensenS_xxxx__WK035-1-L-48h-03C9_S46__bin.2	MortensenS_xxxx	WK035-1-L-48h-03C9_S46	SGB1165	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_oxydans	2974383	42	124580	100	0	0.610924686	
MortensenS_xxxx__WK035-2-G-48h-04B2_S111__bin.2	MortensenS_xxxx	WK035-2-G-48h-04B2_S111	SGB96841	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	2797035	36	128531	98.4496124	0.387596899	0.498207209	
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.1	MortensenS_xxxx	WK035-2-L-08h-03D1_S47	SGB99384	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99384	1251279	14	141136	68.96551724	0	0.615482239	
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.6	MortensenS_xxxx	WK035-2-L-08h-03D1_S47	SGB96841	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	1894710	479	4433	76.49870801	1.937984496	0.507258631	
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin.3	MortensenS_xxxx	WK035-2-L-48h-03D2_S48	SGB96841	Other	Bacteria	Firmicutes	CFGB70256	OFGB70256	FGB70256	GGB71119	GGB71119_SGB96841	2290145	438	6477	83.57881137	0.775193798	0.50571776	
MortensenS_xxxx__WK035-2-L-48h-03D2_S48__bin.6	MortensenS_xxxx	WK035-2-L-48h-03D2_S48	SGB1165	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_oxydans	1942339	543	3854	61.87509423	0.995024876	0.613876877	
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.1	MortensenS_xxxx	WK036-1-L-08h-03D3_S49	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2726158	427	8702	96.24784334	2.598048563	0.465372513	
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.2	MortensenS_xxxx	WK036-1-L-08h-03D3_S49	SGB7073	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_mali	2258994	115	28227	98.42931937	2.748691099	0.364026642	
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.8	MortensenS_xxxx	WK036-1-L-08h-03D3_S49	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	2220593	55	66214	87.56218905	0	0.528651581	
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.1	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB7073	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_mali	2236479	228	15821	98.95287958	0.130890052	0.365551387	
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.2	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB24153	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2168057	659	3611	62.08564339	1.243781095	0.620413116	
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.5	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB1171	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_aceti	4002565	498	11746	93.63636364	3.846894559	0.574621024	
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.7	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	2727865	53	80821	100	0	0.525994871	
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.8	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2376531	395	7546	92.96950483	2.93272898	0.467078275	
MortensenS_xxxx__WK036-2-G-48h-04B3_S112__bin.2	MortensenS_xxxx	WK036-2-G-48h-04B3_S112	SGB7070	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	2360151	233	15607	98.95287958	0.523560209	0.404002541	
MortensenS_xxxx__WK036-2-G-48h-04B3_S112__bin.3	MortensenS_xxxx	WK036-2-G-48h-04B3_S112	SGB7216	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	2935581	105	49352	95	0.3125	0.400605195	
MortensenS_xxxx__WK036-2-G-48h-04B3_S112__bin.4	MortensenS_xxxx	WK036-2-G-48h-04B3_S112	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2858632	408	9518	96.15942029	2.83479202	0.463464342	
MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin.3	MortensenS_xxxx	WK036-2-L-08h-03D5_S51	SGB7142	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	2924701	440	8808	96.12458194	4.271480331	0.464211897	
MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin.4	MortensenS_xxxx	WK036-2-L-08h-03D5_S51	SGB1187	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_orientalis	2593580	71	58058	98.95522388	0	0.528867049	
